,Unnamed: 0,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,purpose,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_reason,payment_plan_start_date,orig_projected_additional_accrued_interest,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
5935,5935,10000.0,10000.0,9750.0, 60 months,22.45,278.76,F,F1,Computer tech full time,10+ years,RENT,37000.0,Verified,Dec-2015,n,debt_consolidation,SC,32.47,0.0,Oct-1994,675.0,679.0,1.0,,,16.0,0.0,33939.0,89.8,21.0,w,Jun-2018,0.0,,1.0,Individual,,,,0.0,0.0,33939.0,1.0,0.0,0.0,0.0,,0.0,,2.0,6.0,5414.0,90.0,37800.0,0.0,1.0,1.0,6.0,2263.0,2944.0,87.0,0.0,0.0,,254.0,1.0,1.0,0.0,10.0,,1.0,,0.0,8.0,15.0,8.0,9.0,0.0,16.0,21.0,15.0,16.0,0.0,0.0,0.0,2.0,100.0,87.5,0.0,0.0,37800.0,33939.0,22700.0,0.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
7857,7857,16900.0,16900.0,16900.0, 60 months,17.57,425.21,D,D4,Coding Specialist,7 years,MORTGAGE,47000.0,Source Verified,Dec-2015,n,debt_consolidation,NY,23.19,1.0,May-2002,670.0,674.0,0.0,6.0,,7.0,0.0,5686.0,75.8,15.0,w,Jul-2018,0.0,68.0,1.0,Individual,,,,0.0,0.0,67373.0,1.0,2.0,3.0,3.0,3.0,15014.0,48.0,0.0,3.0,392.0,53.0,7500.0,0.0,1.0,0.0,6.0,9625.0,108.0,78.4,0.0,0.0,163.0,154.0,15.0,3.0,2.0,48.0,6.0,15.0,6.0,1.0,1.0,4.0,1.0,1.0,6.0,4.0,7.0,4.0,7.0,0.0,0.0,0.0,3.0,86.7,100.0,0.0,0.0,93790.0,20700.0,500.0,31623.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
7898,7898,7000.0,7000.0,7000.0, 36 months,10.64,227.98,B,B4,Operations & Management Consultant,7 years,RENT,34500.0,Source Verified,Dec-2015,n,debt_consolidation,FL,20.87,2.0,Aug-2004,680.0,684.0,0.0,13.0,,17.0,0.0,7805.0,58.7,28.0,w,Sep-2018,0.0,,1.0,Individual,,,,0.0,0.0,113227.0,1.0,7.0,0.0,1.0,17.0,27256.0,88.0,1.0,2.0,4030.0,79.0,13300.0,2.0,6.0,0.0,3.0,7077.0,1935.0,77.0,0.0,0.0,136.0,128.0,2.0,2.0,1.0,35.0,37.0,17.0,14.0,0.0,2.0,5.0,3.0,5.0,13.0,9.0,14.0,5.0,17.0,0.0,0.0,0.0,1.0,85.7,66.7,0.0,0.0,125864.0,35061.0,8400.0,30864.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
8829,8829,1600.0,1600.0,1600.0, 36 months,13.67,54.43,C,C4,Qualifier,9 years,MORTGAGE,28000.0,Source Verified,Dec-2015,n,other,UT,11.53,0.0,Nov-2004,700.0,704.0,0.0,,,6.0,0.0,4136.0,78.0,7.0,w,Dec-2018,0.0,,1.0,Individual,,,,0.0,0.0,127611.0,1.0,1.0,0.0,0.0,58.0,915.0,11.0,1.0,2.0,2995.0,38.0,5300.0,0.0,3.0,0.0,3.0,21269.0,5.0,99.8,0.0,0.0,84.0,133.0,6.0,6.0,1.0,6.0,,21.0,,0.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,3.0,6.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,138961.0,5051.0,3000.0,8000.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
9708,9708,6000.0,6000.0,6000.0, 36 months,13.18,202.69,C,C3,Corrections officer ,10+ years,OWN,50000.0,Verified,Dec-2015,n,other,OH,21.63,2.0,Sep-1996,665.0,669.0,0.0,12.0,,9.0,0.0,3328.0,83.2,15.0,f,May-2018,0.0,12.0,1.0,Individual,,,,0.0,118.0,19922.0,2.0,3.0,3.0,3.0,3.0,16594.0,91.0,1.0,1.0,1327.0,90.0,4000.0,5.0,0.0,15.0,4.0,2214.0,108.0,94.6,0.0,0.0,26.0,231.0,8.0,3.0,1.0,113.0,12.0,1.0,12.0,1.0,2.0,6.0,2.0,5.0,4.0,6.0,10.0,6.0,9.0,0.0,0.0,1.0,4.0,86.7,100.0,0.0,0.0,22181.0,19922.0,2000.0,18181.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
1468,1468,20000.0,20000.0,20000.0, 36 months,6.99,617.46,A,A3,Registered Nurse ,10+ years,OWN,145000.0,Source Verified,Dec-2015,n,debt_consolidation,CA,9.89,0.0,Feb-1999,680.0,684.0,0.0,95.0,49.0,9.0,1.0,14721.0,40.9,19.0,w,Jul-2017,0.0,95.0,1.0,Individual,,,,0.0,0.0,31074.0,0.0,2.0,0.0,0.0,26.0,16353.0,46.0,0.0,0.0,5645.0,44.0,36000.0,1.0,1.0,0.0,0.0,3453.0,2850.0,75.8,0.0,0.0,202.0,184.0,49.0,26.0,0.0,52.0,95.0,19.0,95.0,1.0,2.0,6.0,2.0,3.0,7.0,7.0,12.0,7.0,9.0,0.0,0.0,0.0,0.0,94.7,50.0,0.0,0.0,71285.0,31074.0,11800.0,35285.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
2913,2913,3400.0,3400.0,3400.0, 36 months,9.8,109.39,B,B3,Statistician II,10+ years,MORTGAGE,45000.0,Source Verified,Dec-2015,n,home_improvement,NV,15.09,2.0,Mar-1988,700.0,704.0,0.0,6.0,,12.0,0.0,917.0,28.7,14.0,w,Dec-2018,0.0,,1.0,Individual,,,,0.0,242.0,73247.0,0.0,7.0,0.0,0.0,36.0,27320.0,103.0,0.0,0.0,10.0,95.0,3200.0,0.0,1.0,0.0,0.0,6104.0,590.0,1.7,0.0,0.0,84.0,333.0,36.0,36.0,1.0,333.0,,,6.0,0.0,1.0,3.0,1.0,1.0,8.0,4.0,5.0,3.0,12.0,0.0,0.0,0.0,0.0,85.7,0.0,0.0,0.0,79706.0,28237.0,600.0,26506.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
2377,2377,13500.0,13500.0,13500.0, 36 months,10.78,440.57,B,B4,shipping & recieving,4 years,MORTGAGE,42000.0,Source Verified,Dec-2015,n,debt_consolidation,GA,11.8,0.0,Apr-2009,690.0,694.0,0.0,,,6.0,0.0,13789.0,86.7,7.0,f,Dec-2018,0.0,,1.0,Individual,,,,0.0,0.0,121558.0,0.0,0.0,0.0,0.0,,0.0,,1.0,1.0,1896.0,87.0,15900.0,1.0,0.0,2.0,1.0,20260.0,761.0,76.9,0.0,0.0,,80.0,9.0,9.0,1.0,9.0,,0.0,,0.0,2.0,5.0,2.0,2.0,0.0,5.0,6.0,5.0,6.0,0.0,0.0,0.0,1.0,100.0,100.0,0.0,0.0,133726.0,13789.0,3300.0,0.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
4777,4777,10000.0,10000.0,10000.0, 36 months,11.48,329.67,B,B5,Retail Manager,5 years,MORTGAGE,65000.0,Source Verified,Dec-2015,n,home_improvement,FL,28.82,0.0,Oct-1993,660.0,664.0,0.0,43.0,80.0,12.0,1.0,3008.0,81.3,50.0,w,Jan-2019,0.0,43.0,1.0,Individual,,,,0.0,0.0,254877.0,2.0,8.0,1.0,2.0,5.0,48779.0,55.0,0.0,0.0,970.0,56.0,3700.0,0.0,0.0,1.0,3.0,21240.0,80.0,94.7,0.0,0.0,160.0,266.0,36.0,5.0,5.0,36.0,80.0,7.0,80.0,0.0,2.0,3.0,2.0,6.0,31.0,3.0,14.0,3.0,12.0,0.0,0.0,0.0,2.0,84.6,100.0,1.0,0.0,296354.0,51787.0,1500.0,88354.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
4547,4547,26400.0,26400.0,26400.0, 60 months,10.78,571.11,B,B4,principal,10+ years,MORTGAGE,146000.0,Not Verified,Dec-2015,n,debt_consolidation,NY,9.45,1.0,Jan-1998,695.0,699.0,1.0,4.0,,26.0,0.0,26568.0,36.2,51.0,w,Sep-2017,0.0,,1.0,Individual,,,,0.0,0.0,336066.0,1.0,1.0,0.0,1.0,19.0,10354.0,51.0,2.0,7.0,10143.0,39.0,73400.0,2.0,0.0,2.0,8.0,14003.0,32533.0,44.6,0.0,0.0,177.0,215.0,0.0,0.0,1.0,0.0,,0.0,,0.0,6.0,9.0,11.0,20.0,4.0,24.0,45.0,9.0,26.0,0.0,0.0,0.0,2.0,98.0,30.0,0.0,0.0,452641.0,36922.0,58700.0,20241.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
7813,7813,10000.0,10000.0,10000.0, 36 months,14.48,344.12,C,C5,Broker,10+ years,MORTGAGE,80000.0,Source Verified,Dec-2015,n,debt_consolidation,IN,17.93,0.0,Nov-1997,675.0,679.0,4.0,33.0,2.0,15.0,4.0,17720.0,66.4,30.0,w,Mar-2019,0.0,46.0,1.0,Individual,,,,0.0,0.0,136720.0,3.0,4.0,1.0,3.0,5.0,30030.0,100.0,2.0,4.0,4608.0,84.0,26700.0,2.0,8.0,6.0,7.0,9115.0,1551.0,87.2,0.0,0.0,120.0,217.0,1.0,1.0,6.0,6.0,33.0,1.0,33.0,2.0,4.0,8.0,4.0,7.0,9.0,9.0,14.0,8.0,15.0,0.0,0.0,0.0,3.0,86.7,100.0,0.0,4.0,156623.0,47750.0,12100.0,29923.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
1537,1537,6000.0,6000.0,6000.0, 36 months,10.78,195.81,B,B4,Teacher,9 years,OWN,50000.0,Source Verified,Dec-2015,n,home_improvement,FL,25.58,3.0,Feb-2002,670.0,674.0,0.0,10.0,,5.0,0.0,0.0,,27.0,w,Dec-2018,0.0,14.0,1.0,Individual,,,,0.0,0.0,161510.0,0.0,2.0,0.0,1.0,15.0,38204.0,45.0,0.0,1.0,0.0,45.0,0.0,3.0,7.0,2.0,2.0,53837.0,,,0.0,0.0,147.0,166.0,15.0,15.0,2.0,,32.0,3.0,14.0,1.0,0.0,0.0,0.0,2.0,12.0,2.0,13.0,0.0,5.0,0.0,0.0,1.0,0.0,81.5,,0.0,0.0,198062.0,38204.0,0.0,48062.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
4355,4355,3750.0,3750.0,3750.0, 36 months,10.78,122.38,B,B4,Broadband Technician ,< 1 year,RENT,30000.0,Source Verified,Dec-2015,n,debt_consolidation,NE,8.96,1.0,Jun-2007,660.0,664.0,0.0,18.0,,6.0,0.0,3429.0,44.0,13.0,w,Mar-2019,0.0,37.0,1.0,Individual,,,,0.0,0.0,3633.0,1.0,1.0,0.0,0.0,42.0,204.0,8.0,1.0,1.0,1277.0,35.0,7800.0,1.0,1.0,0.0,1.0,606.0,266.0,88.9,0.0,0.0,100.0,102.0,5.0,5.0,0.0,54.0,24.0,13.0,24.0,1.0,2.0,5.0,2.0,2.0,6.0,5.0,6.0,5.0,6.0,0.0,0.0,0.0,1.0,61.5,100.0,0.0,0.0,10386.0,3633.0,2400.0,2586.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
375,375,8000.0,8000.0,8000.0, 36 months,11.99,265.68,C,C1,Manufacturing associate,2 years,OWN,23200.0,Verified,Dec-2015,n,debt_consolidation,OR,33.78,0.0,Nov-2006,675.0,679.0,1.0,,,12.0,0.0,13545.0,40.8,22.0,w,Jan-2019,0.0,,1.0,Individual,,,,0.0,0.0,17312.0,1.0,2.0,0.0,1.0,15.0,3767.0,52.0,2.0,4.0,4639.0,43.0,33200.0,0.0,0.0,2.0,5.0,1443.0,15907.0,45.3,0.0,0.0,25.0,109.0,1.0,1.0,0.0,7.0,,1.0,,0.0,7.0,8.0,8.0,16.0,2.0,10.0,20.0,8.0,12.0,0.0,0.0,0.0,2.0,100.0,37.5,0.0,0.0,40450.0,17312.0,29100.0,7250.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
7030,7030,18000.0,18000.0,18000.0, 60 months,18.99,466.84,E,E3,Lab Services Tech,7 years,RENT,57000.0,Verified,Dec-2015,n,debt_consolidation,CA,13.66,0.0,May-2010,660.0,664.0,0.0,,,10.0,0.0,1939.0,53.9,12.0,w,Feb-2017,0.0,,1.0,Individual,,,,0.0,3307.0,22196.0,1.0,5.0,1.0,2.0,4.0,20257.0,97.0,0.0,2.0,1134.0,90.0,3600.0,0.0,0.0,0.0,4.0,2220.0,1661.0,53.9,0.0,0.0,41.0,67.0,13.0,4.0,0.0,13.0,,13.0,,0.0,4.0,4.0,5.0,6.0,6.0,5.0,6.0,4.0,10.0,0.0,0.0,0.0,1.0,100.0,20.0,0.0,0.0,24543.0,22196.0,3600.0,20943.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
7070,7070,15000.0,15000.0,15000.0, 36 months,11.48,494.5,B,B5,owner,5 years,MORTGAGE,95000.0,Not Verified,Dec-2015,n,credit_card,TX,17.47,0.0,Jun-2000,730.0,734.0,0.0,,,9.0,0.0,42317.0,78.7,14.0,w,Mar-2019,0.0,,1.0,Individual,,,,0.0,0.0,317477.0,1.0,1.0,1.0,1.0,6.0,14242.0,95.0,0.0,1.0,18068.0,68.0,53800.0,1.0,0.0,0.0,2.0,35275.0,9032.0,81.5,0.0,0.0,6.0,186.0,19.0,6.0,1.0,32.0,,15.0,,0.0,4.0,5.0,5.0,10.0,1.0,6.0,11.0,5.0,9.0,0.0,0.0,0.0,1.0,100.0,60.0,0.0,0.0,408813.0,56559.0,48800.0,15000.0,,,,,,,,,,,,,,N,MEDICAL,Aug-2018,,Cash,N,,,,,,
6268,6268,26400.0,26400.0,26400.0, 36 months,17.97,954.03,D,D4,Maintenance Engineer ,4 years,RENT,67000.0,Not Verified,Dec-2015,n,debt_consolidation,CA,21.33,0.0,Aug-2006,765.0,769.0,1.0,,,7.0,0.0,1657.0,5.8,8.0,w,Jul-2018,0.0,,1.0,Individual,,,,0.0,0.0,41532.0,4.0,2.0,2.0,2.0,2.0,39875.0,100.0,2.0,3.0,1168.0,61.0,28500.0,1.0,0.0,1.0,5.0,5933.0,26843.0,5.8,0.0,0.0,103.0,112.0,5.0,2.0,0.0,5.0,,2.0,,0.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,4.0,7.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,68500.0,41532.0,28500.0,40000.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
1325,1325,26500.0,26500.0,26500.0, 60 months,13.44,608.95,C,C3,Inventory analysts ,< 1 year,RENT,53000.0,Not Verified,Dec-2015,n,debt_consolidation,IL,25.84,0.0,May-2003,705.0,709.0,0.0,,,13.0,0.0,24060.0,52.6,28.0,w,Mar-2018,0.0,,1.0,Individual,,,,0.0,0.0,48596.0,0.0,3.0,0.0,3.0,17.0,24536.0,64.0,0.0,2.0,7722.0,58.0,45700.0,1.0,1.0,0.0,5.0,4050.0,16906.0,56.9,0.0,0.0,85.0,151.0,18.0,17.0,0.0,18.0,,17.0,,0.0,5.0,7.0,6.0,15.0,6.0,10.0,22.0,7.0,13.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,84098.0,48596.0,39200.0,38398.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
329,329,35000.0,35000.0,35000.0, 36 months,12.88,1177.27,C,C2,Sr Software Eng,4 years,RENT,98000.0,Source Verified,Dec-2015,n,debt_consolidation,MO,18.93,0.0,Jul-1998,690.0,694.0,0.0,,,11.0,0.0,40023.0,40.4,24.0,w,Dec-2018,0.0,,1.0,Individual,,,,0.0,109.0,115692.0,0.0,2.0,1.0,1.0,9.0,75669.0,,1.0,2.0,12066.0,40.0,99100.0,0.0,1.0,2.0,3.0,12855.0,46254.0,45.7,0.0,0.0,145.0,209.0,8.0,8.0,1.0,8.0,,9.0,,0.0,4.0,5.0,6.0,10.0,6.0,9.0,17.0,5.0,11.0,0.0,0.0,0.0,2.0,100.0,0.0,0.0,0.0,185399.0,115692.0,85200.0,86299.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
1062,1062,15350.0,15350.0,15350.0, 36 months,18.99,562.6,E,E1,Sr. production Editor,10+ years,RENT,61000.0,Verified,Dec-2015,n,debt_consolidation,PA,19.83,0.0,Dec-1994,665.0,669.0,1.0,,87.0,14.0,1.0,13950.0,70.5,21.0,w,Mar-2019,0.0,,1.0,Individual,,,,0.0,0.0,35884.0,2.0,2.0,1.0,1.0,4.0,21934.0,68.0,1.0,3.0,2400.0,69.0,19800.0,0.0,0.0,1.0,4.0,2760.0,555.0,93.4,0.0,0.0,82.0,252.0,1.0,1.0,1.0,14.0,,1.0,,0.0,5.0,9.0,5.0,5.0,4.0,12.0,16.0,9.0,14.0,0.0,0.0,0.0,2.0,100.0,100.0,1.0,0.0,52234.0,35884.0,8400.0,32434.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
4307,4307,35000.0,35000.0,35000.0, 60 months,17.27,874.93,D,D3,Production Director ,2 years,RENT,110000.0,Source Verified,Dec-2015,n,debt_consolidation,WA,15.09,0.0,Oct-2007,700.0,704.0,1.0,30.0,,9.0,0.0,10775.0,38.5,22.0,w,Sep-2018,0.0,66.0,1.0,Individual,,,,0.0,0.0,48388.0,1.0,4.0,0.0,0.0,51.0,18765.0,48.0,1.0,1.0,6259.0,52.0,28000.0,0.0,1.0,1.0,1.0,5376.0,10225.0,51.3,0.0,0.0,98.0,95.0,3.0,3.0,0.0,3.0,30.0,3.0,30.0,1.0,2.0,2.0,2.0,6.0,7.0,4.0,13.0,2.0,9.0,0.0,0.0,0.0,1.0,90.9,0.0,0.0,0.0,93991.0,48388.0,21000.0,38852.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
9273,9273,6000.0,6000.0,6000.0, 36 months,13.18,202.69,C,C3,Manager,1 year,MORTGAGE,80000.0,Source Verified,Dec-2015,n,other,FL,20.27,0.0,Feb-2001,665.0,669.0,1.0,71.0,68.0,10.0,2.0,6938.0,58.8,41.0,w,Mar-2019,0.0,71.0,1.0,Individual,,,,0.0,0.0,566582.0,4.0,5.0,2.0,6.0,3.0,189022.0,89.0,2.0,2.0,4120.0,85.0,11800.0,5.0,1.0,1.0,8.0,56658.0,4862.0,58.8,0.0,0.0,178.0,159.0,5.0,3.0,1.0,5.0,75.0,5.0,71.0,2.0,4.0,4.0,4.0,5.0,34.0,4.0,6.0,4.0,10.0,0.0,0.0,0.0,4.0,95.1,50.0,2.0,0.0,598519.0,195960.0,11800.0,199344.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
7916,7916,14400.0,14400.0,14400.0, 60 months,11.99,320.25,C,C1,Tissue procurement specialist,10+ years,MORTGAGE,125000.0,Not Verified,Dec-2015,n,medical,MI,21.86,0.0,Oct-1995,695.0,699.0,2.0,43.0,,29.0,0.0,48778.0,39.0,55.0,w,Feb-2017,0.0,,1.0,Individual,,,,0.0,792.0,189538.0,4.0,4.0,2.0,4.0,5.0,42070.0,87.0,2.0,4.0,15880.0,57.0,101300.0,4.0,11.0,5.0,9.0,6769.0,21037.0,45.1,0.0,0.0,206.0,242.0,1.0,1.0,4.0,3.0,,3.0,,0.0,9.0,18.0,9.0,12.0,17.0,24.0,34.0,19.0,29.0,0.0,0.0,0.0,4.0,98.1,11.1,0.0,0.0,250017.0,90848.0,53300.0,48207.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
6612,6612,34300.0,34300.0,34300.0, 36 months,15.77,1202.0,D,D1,CCure Supervisor,3 years,OWN,78000.0,Verified,Dec-2015,n,debt_consolidation,SC,14.48,0.0,Nov-1993,685.0,689.0,0.0,33.0,,7.0,0.0,31175.0,99.0,26.0,w,Dec-2018,0.0,,1.0,Individual,,,,0.0,0.0,286214.0,1.0,2.0,1.0,2.0,4.0,10827.0,83.0,0.0,0.0,15148.0,94.0,31500.0,0.0,3.0,0.0,4.0,40888.0,0.0,100.1,0.0,0.0,160.0,265.0,29.0,4.0,9.0,107.0,33.0,14.0,33.0,0.0,1.0,2.0,2.0,5.0,7.0,3.0,10.0,3.0,7.0,0.0,0.0,0.0,1.0,92.0,100.0,0.0,0.0,296628.0,42002.0,30000.0,13103.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
2310,2310,16000.0,16000.0,16000.0, 36 months,8.49,505.01,B,B1,Assistant Registrar,8 years,RENT,65800.0,Not Verified,Dec-2015,n,credit_card,NY,18.62,0.0,Sep-2003,725.0,729.0,0.0,,,5.0,0.0,17898.0,71.0,15.0,w,Mar-2019,0.0,,1.0,Individual,,,,0.0,0.0,27000.0,0.0,1.0,0.0,1.0,22.0,9102.0,51.0,0.0,1.0,14441.0,63.0,25200.0,0.0,0.0,0.0,2.0,5400.0,2983.0,84.8,0.0,0.0,22.0,147.0,20.0,20.0,0.0,30.0,,,,0.0,2.0,4.0,2.0,7.0,1.0,4.0,14.0,4.0,5.0,0.0,0.0,0.0,0.0,100.0,50.0,0.0,0.0,43200.0,27000.0,19600.0,18000.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
5372,5372,25000.0,25000.0,25000.0, 36 months,7.49,777.55,A,A4,Senior Software Engineer,< 1 year,MORTGAGE,103000.0,Verified,Dec-2015,n,credit_card,CA,15.29,0.0,Sep-2003,710.0,714.0,0.0,,,8.0,0.0,17110.0,82.3,35.0,w,Mar-2019,0.0,,1.0,Individual,,,,0.0,0.0,380658.0,1.0,3.0,1.0,4.0,1.0,20514.0,81.0,0.0,0.0,12520.0,65.0,20800.0,3.0,3.0,3.0,5.0,47582.0,3690.0,82.3,0.0,0.0,140.0,147.0,35.0,1.0,2.0,35.0,,9.0,,0.0,2.0,2.0,3.0,13.0,17.0,3.0,15.0,2.0,8.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,411238.0,47108.0,20800.0,25237.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
1006,1006,10000.0,10000.0,10000.0, 36 months,8.49,315.63,B,B1,Retail Manager,< 1 year,RENT,45000.0,Not Verified,Dec-2015,n,debt_consolidation,TX,31.8,1.0,Nov-2006,700.0,704.0,0.0,21.0,,20.0,0.0,9263.0,48.0,24.0,w,Mar-2019,0.0,36.0,1.0,Individual,,,,0.0,0.0,78334.0,0.0,12.0,1.0,1.0,8.0,69071.0,72.0,2.0,6.0,4626.0,65.0,19300.0,2.0,0.0,3.0,7.0,3917.0,4152.0,68.1,0.0,0.0,109.0,59.0,10.0,8.0,0.0,19.0,,8.0,,2.0,3.0,4.0,4.0,4.0,16.0,8.0,8.0,4.0,20.0,0.0,0.0,0.0,3.0,91.7,50.0,0.0,0.0,95937.0,78334.0,13000.0,76637.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
1087,1087,28000.0,28000.0,28000.0, 60 months,15.77,677.49,D,D1,Manager,8 years,MORTGAGE,95000.0,Source Verified,Dec-2015,n,credit_card,NY,8.59,0.0,Aug-2003,705.0,709.0,0.0,,,7.0,0.0,26548.0,96.9,9.0,w,Jan-2019,0.0,,1.0,Individual,,,,0.0,0.0,313058.0,0.0,1.0,0.0,0.0,137.0,7165.0,47.0,0.0,1.0,12626.0,79.0,27400.0,0.0,0.0,0.0,1.0,44723.0,70.0,99.7,0.0,0.0,137.0,148.0,17.0,17.0,1.0,17.0,,,,0.0,3.0,5.0,3.0,3.0,1.0,5.0,7.0,5.0,7.0,0.0,0.0,0.0,0.0,100.0,100.0,0.0,0.0,351874.0,33713.0,22000.0,15180.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
1730,1730,4800.0,4800.0,4800.0, 36 months,9.17,153.02,B,B2,Clinical manager,< 1 year,MORTGAGE,78000.0,Not Verified,Dec-2015,n,debt_consolidation,IL,33.03,0.0,Oct-2001,705.0,709.0,1.0,53.0,,23.0,0.0,37696.0,68.5,43.0,w,Mar-2019,0.0,,1.0,Individual,,,,0.0,0.0,357902.0,1.0,12.0,1.0,2.0,12.0,88862.0,72.0,2.0,2.0,10375.0,71.0,55000.0,1.0,2.0,2.0,4.0,15561.0,13051.0,67.5,0.0,0.0,136.0,170.0,2.0,2.0,3.0,25.0,,1.0,,0.0,3.0,7.0,5.0,8.0,24.0,10.0,16.0,7.0,23.0,0.0,0.0,0.0,3.0,97.7,60.0,0.0,0.0,439553.0,126558.0,40100.0,124353.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
8156,8156,5000.0,5000.0,5000.0, 36 months,6.89,154.14,A,A3,sales rep,5 years,MORTGAGE,41000.0,Not Verified,Dec-2015,n,home_improvement,LA,16.06,2.0,Apr-1991,700.0,704.0,0.0,11.0,,3.0,0.0,6658.0,46.9,19.0,w,Mar-2019,0.0,11.0,1.0,Individual,,,,0.0,0.0,101777.0,0.0,1.0,1.0,1.0,7.0,10564.0,81.0,0.0,0.0,6658.0,63.0,14200.0,1.0,0.0,3.0,1.0,33926.0,7542.0,46.9,0.0,0.0,7.0,296.0,116.0,7.0,2.0,120.0,11.0,7.0,11.0,2.0,1.0,1.0,1.0,12.0,1.0,1.0,15.0,1.0,3.0,0.0,0.0,2.0,1.0,52.6,0.0,0.0,0.0,147794.0,17222.0,14200.0,13114.0,,,,,,,,,,,,,,N,,,,Cash,N,,,,,,
